method,id_dataset,ood_dataset,AUROC,AUPR_IN,AUPR_OUT,FPR95
Energy,CIFAR-10,CIFAR100,0.88067424,0.8912765422516332,0.857560041514879,0.5825
Energy,CIFAR-10,SVHN,0.9100630474031961,0.8856116216382521,0.9313781384671114,0.6549247080516287
Energy,CIFAR-10,MNIST,0.9638309549999999,0.970623952184426,0.9535852870242203,0.2073
