method,id_dataset,ood_dataset,AUROC,AUPR_IN,AUPR_OUT,FPR95
STOOD-X,CIFAR-10,CIFAR100,0.870582005,0.8813757653186708,0.8506857891239684,0.6003
STOOD-X,CIFAR-10,SVHN,0.9338958666256914,0.9093551619419613,0.9578198798036986,0.4915872771972956
STOOD-X,CIFAR-10,MNIST,0.9550553749999999,0.9610738460110217,0.9447298146975873,0.238
