method,id_dataset,ood_dataset,AUROC,AUPR_IN,AUPR_OUT,FPR95
KNN,CIFAR-10,CIFAR100,0.8706603999999999,0.8814294030035799,0.8505509181948657,0.6001
KNN,CIFAR-10,SVHN,0.9332985690688382,0.9093719445635843,0.9567785856955795,0.5035341118623233
KNN,CIFAR-10,MNIST,0.9549066399999999,0.9611354256623903,0.9440707973443574,0.2432
